Source,Target,Directed,Weight,Type,Year
Elizabeth Graver,Leah Hager Cohen,,1,Directed,
Elizabeth Graver,Rachel Kadish,,1,Directed,
Elizabeth Graver,Stewart O'Nan,,1,Directed,
Elizabeth Graver,Suzanne Berne,,1,Directed,
Elizabeth Graver,Suzanne Matson,,1,Directed,
Elizabeth Graver,Tracy Winn,,1,Directed,
Elizabeth Hand,Cara Hoffman,,1,Directed,
Elizabeth Hand,M. John Harrison,,1,Directed,
Elizabeth Hand,Nick Antosca,,1,Directed,
Elizabeth Hand,Paolo Bacigalupi,,1,Directed,
Elizabeth Hand,Todd Grimson,,1,Directed,
Elizabeth Hardwick,Alison Lurie,,1,Directed,
Elizabeth Hardwick,Edith Wharton,,1,Directed,
Elizabeth Hardwick,J.F. Powers,,1,Directed,
Elizabeth Hardwick,Julian Barnes,,1,Directed,
Elizabeth Hardwick,Pankaj Mishra,,1,Directed,
Elizabeth Hardwick,Susan Sontag,,1,Directed,
Elizabeth Haynes,C.L. Taylor,,1,Directed,
Elizabeth Haynes,Paula Daly,,1,Directed,
Elizabeth Jane Howard,Elizabeth Day,,1,Directed,
Elizabeth Janeway,Erica Jong,,1,Directed,
Elizabeth Janeway,John Hersey,,1,Directed,
Elizabeth Janeway,Renata Adler,,1,Directed,
Elizabeth Janeway,Steven Millhauser,,1,Directed,
Elizabeth Jolley,Cornelia Nixon,,1,Directed,
Elizabeth Jolley,Marianne Wiggins,,1,Directed,
Elizabeth Kelly,Amy Sohn,,1,Directed,
Elizabeth Kelly,Dan Cluchey,,1,Directed,
Elizabeth Kolbert,Aaron Thier,,1,Directed,
Elizabeth Kostova,Miroslav Penkov,,1,Directed,
Elizabeth Kostova,Randa Jarrar,,1,Directed,
Elizabeth Lowell,Lori Foster,,1,Directed,
Elizabeth Marro,Siobhan Fallon,,1,Directed,
Elizabeth Marshall Thomas,Garth Stein,,1,Directed,
Elizabeth Marshall Thomas,Maxine Kumin,,1,Directed,
Elizabeth McCracken,Angela Flournoy,,1,Directed,
Elizabeth McCracken,Chris Offutt,,1,Directed,
Elizabeth McCracken,Eimear McBride,,1,Directed,
Elizabeth McCracken,J. Robert Lennon,,1,Directed,
Elizabeth McCracken,Jaimy Gordon,,1,Directed,
Elizabeth McCracken,Jennifer duBois,,1,Directed,
Elizabeth McCracken,Karan Mahajan,,1,Directed,
Elizabeth McCracken,Karen E. Bender,,1,Directed,
Elizabeth McCracken,Mary Miller,,1,Directed,
Elizabeth McCracken,Nancy Reisman,,1,Directed,
Elizabeth McCracken,Paul Harding,,1,Directed,
Elizabeth McCracken,Paul Lisicky,,1,Directed,
Elizabeth McCracken,Peter Ho Davies,,1,Directed,
Elizabeth McCracken,Yiyun Li,,1,Directed,
Elizabeth McKenzie,"Alfredo Vea, Jr.",,1,Directed,
Elizabeth McKenzie,Alison Pace,,1,Directed,
Elizabeth McKenzie,Elisabeth Cohen,,1,Directed,
Elizabeth McKenzie,Gabe Hudson,,1,Directed,
Elizabeth McKenzie,Jessica Winter,,1,Directed,
Elizabeth McKenzie,Lindsay Stern,,1,Directed,
Elizabeth McKenzie,Lucy Ives,,1,Directed,
Elizabeth Moon,Kate Elliott,,1,Directed,
Elizabeth Moon,Laura J. Underwood,,1,Directed,
Elizabeth Moon,Morgan Howell,,1,Directed,
Elizabeth Nunez,Carmen Laforet,,1,Directed,
Elizabeth Nunez,Eisa Nefertari Ulen,,1,Directed,
Elizabeth Nunez,Lorna Goodison,,1,Directed,
Elizabeth Nunez,Marita Golden,,1,Directed,
Elizabeth Nunez,Marlon James,,1,Directed,
Elizabeth Nunez,Tiphanie Yanique,,1,Directed,
Elizabeth Peters,Aaron Elkins,,1,Directed,
Elizabeth Peters,Margaret Maron,,1,Directed,
Elizabeth Renker,Sena Jeter Naslund,,1,Directed,
Elizabeth Searle,Alice Randall,,1,Directed,
Elizabeth Searle,Cris Mazza,,1,Directed,
Elizabeth Searle,Martha Cooley,,1,Directed,
Elizabeth Searle,Michael C. White,,1,Directed,
Elizabeth Spencer,Clark Blaise,,1,Directed,
Elizabeth Spencer,Daniel Stern,,1,Directed,
Elizabeth Spencer,Helen Norris,,1,Directed,
Elizabeth Spencer,Jill McCorkle,,1,Directed,
Elizabeth Spencer,Kaye Gibbons,,1,Directed,
Elizabeth Spencer,Michael Chabon,,1,Directed,
Elizabeth Spencer,William Trevor,,1,Directed,
Elizabeth Stark,T Cooper,,1,Directed,
Elizabeth Strout,Alice Munro,,1,Directed,
Elizabeth Strout,Amanda Davis,,1,Directed,
Elizabeth Strout,Ayelet Waldman,,1,Directed,
Elizabeth Strout,Bih Minh Nguyen,,1,Directed,
Elizabeth Strout,Bonnie Burnard,,1,Directed,
Elizabeth Strout,Bridgett M. Davis,,1,Directed,
Elizabeth Strout,Carol Muske-Dukes,,1,Directed,
Elizabeth Strout,Caroline Leavitt,,1,Directed,
Elizabeth Strout,Cathleen Schine,,1,Directed,
Elizabeth Strout,Dylan Landis,,1,Directed,
Elizabeth Strout,Elissa Schappell,,1,Directed,
Elizabeth Strout,Elizabeth McKenzie,,1,Directed,
Elizabeth Strout,Elizabeth Poliner,,1,Directed,
Elizabeth Strout,Fred G. Leebron,,1,Directed,
Elizabeth Strout,Frederick Busch,,1,Directed,
Elizabeth Strout,Haley Tanner,,1,Directed,
Elizabeth Strout,Heidi Julavits,,1,Directed,
Elizabeth Strout,Helen Simonson,,1,Directed,
Elizabeth Strout,Hester Kaplan,,1,Directed,
Elizabeth Strout,Hilma Wolitzer,,1,Directed,
Elizabeth Strout,Jill Bialosky,,1,Directed,
Elizabeth Strout,Joan Frank,,1,Directed,
Elizabeth Strout,Jonathan Dee,,1,Directed,
Elizabeth Strout,Jonathan Lethem,,1,Directed,
Elizabeth Strout,Julianna Baggott,,1,Directed,
Elizabeth Strout,Justin Cronin,,1,Directed,
Elizabeth Strout,Kate Lehrer,,1,Directed,
Elizabeth Strout,Lan Samantha Chang,,1,Directed,
Elizabeth Strout,Lauren Grodstein,,1,Directed,
Elizabeth Strout,Lucia Nevai,,1,Directed,
Elizabeth Strout,Maile Meloy,,1,Directed,
Elizabeth Strout,Martin Clark,,1,Directed,
Elizabeth Strout,Maxine Swann,,1,Directed,
Elizabeth Strout,Myla Goldberg,,1,Directed,
Elizabeth Strout,Naeem Murr,,1,Directed,
Elizabeth Strout,Sheila Kohler,,1,Directed,
Elizabeth Strout,Stacey D'Erasmo,,1,Directed,
Elizabeth Strout,Stewart O'Nan,,1,Directed,
Elizabeth Strout,Suzanne Berne,,1,Directed,
Elizabeth Strout,Tom Barbash,,1,Directed,
Elizabeth Strout,Tova Mirvis,,1,Directed,
Elizabeth Strout,Valerie Trueblood,,1,Directed,
Elizabeth Stuckey-French,Bart Yates,,1,Directed,
Elizabeth Stuckey-French,Elizabeth Inness-Brown,,1,Directed,
Elizabeth Stuckey-French,Mary Helen Stefaniak,,1,Directed,
Elizabeth Tallent,Andrew Foster Altschul,,1,Directed,
Elizabeth Tallent,Maureen Gibbon,,1,Directed,
Elizabeth Tallent,Michael Byers,,1,Directed,
Elizabeth Tallent,Michelle Latiolais,,1,Directed,
Elizabeth Tallent,Stephen Elliott,,1,Directed,
Elizabeth Wein,Jane Yolen,,1,Directed,
Elizabeth Winthrop,Rene Steinke,,1,Directed,
Elizabeth Wurtzel,Thomas Beller,,1,Directed,
Ella Leffland,Barbara Kingsolver,,1,Directed,
Ella Leffland,Kathryn Davis,,1,Directed,
Ella Leffland,Ruth Doan MacDougall,,1,Directed,
Ella Leffland,Sally Hayton-Keeva,,1,Directed,
Ellen Baker,Katrina Kittle,,1,Directed,
Ellen Baker,Meg Waite Clayton,,1,Directed,
Ellen Bryson,Melanie Benjamin,,1,Directed,
Ellen Currie,Dick Scanlan,,1,Directed,
Ellen Currie,Katharine Weber,,1,Directed,
Ellen Currie,Mermer Blakeslee,,1,Directed,
Ellen Currie,Scott Bradfield,,1,Directed,
Ellen Datlow,Kelly Link,,1,Directed,
Ellen Datlow,Pat Cadigan,,1,Directed,
Ellen Datlow,Paul Tremblay,,1,Directed,
Ellen Datlow,Ted Chiang,,1,Directed,
Ellen Feldman,Ann Weisgarber,,1,Directed,
Ellen Feldman,Carol Wallace,,1,Directed,
Ellen Feldman,Carrie Tiffany,,1,Directed,
Ellen Feldman,Emily Mitchell,,1,Directed,
Ellen Feldman,Rita Ciresi,,1,Directed,
Ellen Feldman,Susan Fromberg Schaeffer,,1,Directed,
Ellen G. Friedman,Lauren Fairbanks,,1,Directed,
Ellen Gilchrist,Miroslav Penkov,,1,Directed,
Ellen Gilchrist,Nic Pizzolatto,,1,Directed,
Ellen Kushner,Justine Larbalestier,,1,Directed,
Ellen Kushner,Patricia McKillip,,1,Directed,
Ellen Kushner,Peter S. Beagle,,1,Directed,
Ellen Levine,Lalita Tademy,,1,Directed,
Ellen Sussman,Christina Baker Kline,,1,Directed,
Ellen Sussman,Jessica Anya Blau,,1,Directed,
Ellen Sussman,Renee Swindle,,1,Directed,
Elliot Ackerman,Deni Y. Bechard,,1,Directed,
Elliot Ackerman,Elnathan John,,1,Directed,
Elliot Ackerman,Kevin Powers,,1,Directed,
Elliot Ackerman,Nick Bredie,,1,Directed,
Elliot Ackerman,Omar El Akkad,,1,Directed,
Elliott Holt,Cari Luna,,1,Directed,
Elliott Holt,Julia Pierpont,,1,Directed,
Elliott Holt,Mary Miller,,1,Directed,
Elliott Holt,Meghan Kenny,,1,Directed,
Elliott Holt,Stuart Nadler,,1,Directed,
Ellis Avery,Dylan Landis,,1,Directed,
Ellis Avery,Matt Bondurant,,1,Directed,
Ellis Avery,Rowan Hisayo Buchanan,,1,Directed,
Elmer Kelton,Johnny Quarles,,1,Directed,
Elmer Kelton,Joseph E. Stewart,,1,Directed,
Elmore Leonard,Andre Dubus,,1,Directed,
Elmore Leonard,Barry Gifford,,1,Directed,
Elmore Leonard,Carl Hiaasen,,1,Directed,
Elmore Leonard,Charles McCarry,,1,Directed,
Elmore Leonard,Dave Barry,,1,Directed,
Elmore Leonard,Donald Westlake,,1,Directed,
Elmore Leonard,Ed McBain,,1,Directed,
Elmore Leonard,Elwood Reid,,1,Directed,
Elmore Leonard,George Pelecanos,,1,Directed,
Elmore Leonard,Herbert Gold,,1,Directed,
Elmore Leonard,Irvin Faust,,1,Directed,
Elmore Leonard,James Ellroy,,1,Directed,
Elmore Leonard,James Lee Burke,,1,Directed,
Elmore Leonard,John Harvey,,1,Directed,
Elmore Leonard,Kem Nunn,,1,Directed,
Elmore Leonard,Lawrence Block,,1,Directed,
Elmore Leonard,Les Standiford,,1,Directed,
Elmore Leonard,Nina Vida,,1,Directed,
Elmore Leonard,Robert Daley,,1,Directed,
Elmore Leonard,Robert F. Jones,,1,Directed,
Elva Trevino Hart,S.D. Navarro,,1,Directed,
Elwood Reid,Tom Coyne,,1,Directed,
Elwood Reid,William Gay,,1,Directed,
Elyse Gasco,Madeleine Thien,,1,Directed,
Emanuel Xavier,Leslie Feinberg,,1,Directed,
Emer Martin,Ken Foster,,1,Directed,
Emilly Giffin,Lauren Weisberger,,1,Directed,
Emily Barton,Chris Adrian,,1,Directed,
Emily Barton,Ellis Avery,,1,Directed,
Emily Barton,Jane Alison,,1,Directed,
Emily Barton,Rachel Cantor,,1,Directed,
Emily Danforth,Nick White,,1,Directed,
Emily Devenport,Scott Westerfeld,,1,Directed,
Emily Geminder,Chaya Bhuvaneswar,White Dancing Elephants,1,Directed,
Emily Giffin,Caprice Crane,,1,Directed,
Emily Giffin,Laura Dave,,1,Directed,
Emily Giffin,Lisa Scottoline,,1,Directed,
Emily Gould,Alexandra Kleeman,,1,Directed,
Emily Gould,Brian Morton,,1,Directed,
Emily Gould,Dale Peck,,1,Directed,
Emily Gould,Jami Attenberg,,1,Directed,
Emily Gould,Karolina Waclawiak,,1,Directed,
Emily Gould,Kate Axelrod,The Law of Loving Others,1,Directed,
Emily Gould,Melissa Broder,The Pisces,1,Directed,
Emily Gould,Rufi Thorpe,,1,Directed,
Emily Gould,Sally Rooney,,1,Directed,
Emily Gould,Sigrid Nunez,,1,Directed,
Emily Gould,Tao Lin,,1,Directed,
Emily Gould,Tony Tulathimutte,,1,Directed,
Emily Gould,Weike Wang,,1,Directed,
Emily Jeanne Miller,Siobhan Fallon,,1,Directed,
Emily Kiernan,Michael Martrich,,1,Directed,
Emily Maguire,Steven Amsterdam,,1,Directed,
Emily Mitchell,Cari Luna,,1,Directed,
Emily Perkins,Catherine Chidgey,,1,Directed,
Emily Perkins,Eleanor Catton,,1,Directed,
Emily Prager,Bret Easton Ellis,,1,Directed,
Emily Raboteau,Lisa Ko,,1,Directed,
Emily Raboteau,Tiphanie Yanique,,1,Directed,
Emily Raboteau,Yael Goldstein,,1,Directed,
Emily Rapp Black,Elizabeth Crane,,1,Directed,
Emily Rapp Black,Tara Ison,,1,Directed,
Emily St. John Mandel,A.D. Miller,,1,Directed,
Emily St. John Mandel,Garth Risk Hallberg,,1,Directed,
Emily St. John Mandel,Heather O'Neill,,1,Directed,
Emily St. John Mandel,Helen Phillips,,1,Directed,
Emily St. John Mandel,Jesse Ball,,1,Directed,
Emily St. John Mandel,Kathleen Alcott,,1,Directed,
Emily St. John Mandel,Matt Bell,,1,Directed,
Emily St. John Mandel,Megan Hunter,,1,Directed,
Emily St. John Mandel,Nick Harkaway,,1,Directed,
Emily St. John Mandel,Omar El Akkad,,1,Directed,
Emily St. John Mandel,Patrick deWitt,,1,Directed,
Emily St. John Mandel,Rachel Cantor,,1,Directed,
Emily St. John Mandel,Thomas Pierce,,1,Directed,
Emily St. John Mandel,Zachary Mason,,1,Directed,
Emily Wortis Leider,Erika Krouse,,1,Directed,
Emma Cline,Lexi Freiman,Inappropriation,1,Directed,
Emma Cline,Samanta Schweblin,,1,Directed,
Emma Cline,Tony Tulathimutte,,1,Directed,
Emma Donghue,Madeline Miller,,1,Directed,
Emma Donoghue,Amy Bloom,,1,Directed,
Emma Donoghue,Anita Amirrezvani,,1,Directed,
Emma Donoghue,Ann Patchett,,1,Directed,
Emma Donoghue,Anna North,,1,Directed,
Emma Donoghue,Carol Anshaw,,1,Directed,
Emma Donoghue,Colum McCann,,1,Directed,
Emma Donoghue,Emma Healey,,1,Directed,
Emma Donoghue,Julian Gough,,1,Directed,
Emma Donoghue,Kayla Rae Whitaker,,1,Directed,
Emma Donoghue,Laird Hunt,,1,Directed,
Emma Donoghue,Lily King,,1,Directed,
Emma Donoghue,Stuart Nadler,,1,Directed,
Emma Eisenberg,Chaya Bhuvaneswar,White Dancing Elephants,1,Directed,
Emma Healey,Kit de Waal,,1,Directed,
Emma Jane Unsworth,Lara Williams,,1,Directed,
Emma Newman,Adam Christopher,,1,Directed,
Emma Newman,Jeannette Ng,,1,Directed,
Emma Perez,Alicia Gaspar de Alba,,1,Directed,
Emma Roberts,Eve Babitz,,1,Directed,
Emma Sky,Claire Hajaj,,1,Directed,
Emma Straub,Abby Geni,,1,Directed,
Emma Straub,Amelia Gray,,1,Directed,
Emma Straub,Amy Sohn,,1,Directed,
Emma Straub,Ben Greenman,,1,Directed,
Emma Straub,Chloe Benjamin,,1,Directed,
Emma Straub,Edan Lepucki,,1,Directed,
Emma Straub,Emily St. John Mandel,,1,Directed,
Emma Straub,Francesca Segal,,1,Directed,
Emma Straub,Ivy Pochoda,,1,Directed,
Emma Straub,Jacqueline Woodson,,1,Directed,
Emma Straub,Jane Green,,1,Directed,
Emma Straub,Judith Claire Mitchell,,1,Directed,
Emma Straub,Karolina Waclawiak,,1,Directed,
Emma Straub,Kathleen Alcott,,1,Directed,
Emma Straub,Laura Dave,,1,Directed,
Emma Straub,Megan Mayhew Bergman,,1,Directed,
Emma Straub,Rumaan Alam,,1,Directed,
Emma Straub,Sam Allingham,,1,Directed,
Emma Straub,Stuart Nadler,,1,Directed,
Emma Tennant,Christine Balint,,1,Directed,
Enrique Vila-Matas,Alejandro Zambra,,1,Directed,
Enrique Vila-Matas,Alvaro Enrigue,,1,Directed,
Enrique Vila-Matas,Valeria Luiselli,,1,Directed,
Eoin Colfer,Ivana Bodrozic,The Hotel Tito,1,Directed,
Eowyn Ivey,Kate Hope Day,,1,Directed,
Eowyn Ivey,Keith Donohue,,1,Directed,
Eric Ambler,Ross Thomas,,1,Directed,
Eric Bentley,Randall Jarrell,,1,Directed,
Eric Bogosian,Jerry Stahl,,1,Directed,
Eric Bogosian,Peter Lefcourt,,1,Directed,
Eric Bogosian,Sarah Schulman,,1,Directed,
Eric Drooker,Peter Plate,,1,Directed,
Eric Garcia,Rupert Holmes,,1,Directed,
Eric Goodman,Evan Kuhlman,,1,Directed,
Eric Jerome Dickey,Bernice L. McFadden,,1,Directed,
Eric Jerome Dickey,Kimberla Lawson Roby,,1,Directed,
Eric Jerome Dickey,Lolita Files,,1,Directed,
Eric Jerome Dickey,Timmothy B. McCann,,1,Directed,
Eric Jerome Dickey,Travis Hunter,,1,Directed,
Eric Kotani,Gregory Benford,,1,Directed,
Eric Kraft,Frederic Tuten,,1,Directed,
Eric Kraft,Roger King,,1,Directed,
Eric Puchner,Danielle Evans,,1,Directed,
Eric Van Lustbader,Susan Hasler,,1,Directed,
Eric Wilson,T.L. Hines,,1,Directed,
Eric Zencey,John Gregory Brown,,1,Directed,
Erica Bauermeister,Tatiana de Rosnay,,1,Directed,
Erica Jong,Elisa Albert,,1,Directed,
Erica Jong,Fay Weldon,,1,Directed,
Erica Jong,Gwen Davis,,1,Directed,
Erica Jong,Jay Parini,,1,Directed,
Erica Jong,Larry Kramer,,1,Directed,
Erica Jong,Lisa Alther,,1,Directed,
Erica Jong,Marge Piercy,,1,Directed,
Erica Jong,Nina Schneider,,1,Directed,
Erik Larson,Alan Furst,,1,Directed,
Erik Larson,Christina Baker Kline,,1,Directed,
Erika Krouse,Madeleine Thien,,1,Directed,
Erika Krouse,Will Allison,,1,Directed,
Erika Mailman,Michelle Moran,,1,Directed,
Erika Ritter,Joan Barfoot,,1,Directed,
Erika Robuck,Allison Pataki,,1,Directed,
Erika Robuck,Beth Hoffman,,1,Directed,
Erika Robuck,C.W. Gortner,,1,Directed,
Erika Robuck,Lynn Cullen,,1,Directed,
Erika Robuck,Tatiana de Rosnay,,1,Directed,
Erika Swyler,Adelia Saunders,,1,Directed,
Erika Swyler,Adrienne Celt,,1,Directed,
Erin Kelly,Araminta Hall,,1,Directed,
Erin Kelly,Kate Hamer,,1,Directed,
Erin McGraw,Caitlin Horrocks,,1,Directed,
Erin McGraw,Kyle Minor,,1,Directed,
Erin McGraw,Maud Casey,,1,Directed,
Erin McGraw,Rebecca Meacham,,1,Directed,
Erin McKnight,Kevin Catalano,,1,Directed,
Erin Morgenstern,Emily St. John Mandel,,1,Directed,
Erin Morgenstern,Lauren Beukes,,1,Directed,
Erin Morgenstern,Neil Gaiman,,1,Directed,
Erin Morgenstern,Nick Harkaway,,1,Directed,
Erin Soros,Jacob M. Appel,,1,Directed,
Ernest Cline,Christopher Farnsworth,,1,Directed,
Ernest Cline,Hugh Howey,,1,Directed,
Ernest Hebert,Howard Frank Mosher,,1,Directed,
Ernest Hebert,Robert Olmstead,,1,Directed,
Ernest Hemingway,C.S. Forester,,1,Directed,
Ernest Hemingway,James Thurber,,1,Directed,
Ernest Hemingway,Jerome Weidman,,1,Directed,
Ernest Hemingway,John Herrmann,,1,Directed,
Ernest Hemingway,Josephine Herbst,,1,Directed,
Ernest Hemingway,Marie Belloc Lowndes,,1,Directed,
Ernest Hemingway,Meyer Levin,,1,Directed,
Ernest Hemingway,Nelson Algren,,1,Directed,
Ernest Hemingway,W.C. Heinz,,1,Directed,
Ernest Hemingway,Wirt Williams,,1,Directed,
Ernest J. Gaines,Al Young,,1,Directed,
Ernest J. Gaines,Anthony Grooms,,1,Directed,
Ernest J. Gaines,Dori Sanders,,1,Directed,
Ernest J. Gaines,Ernest Hill,,1,Directed,
Ernest J. Gaines,John Henry Fleming,,1,Directed,
Ernest J. Gaines,Phyllis Alesia Perry,,1,Directed,
Ernest J. Gaines,Rachel M. Harper,,1,Directed,
Ernest J. Gaines,Wendell Mayo,,1,Directed,
Ernest J. Gaines,Wiley Cash,,1,Directed,
Ernest J. Gaines,William Decker,,1,Directed,
Ernest K. Gann,Ruth Beebe Hill,,1,Directed,
Ernest K. Gann,Stephen Becker,,1,Directed,
Ernest Mestre-Reed,Emily Mitchell,,1,Directed,
Ernesto Mestre-Reed,Cari Luna,,1,Directed,
Ernesto Mestre-Reed,Patricia Chao,,1,Directed,
Ernesto Quinonez,Daniel Alarcon,,1,Directed,
Ernesto Quinonez,H.G. Carrillo,,1,Directed,
Ernesto Quinonez,Heather Neff,,1,Directed,
Ernesto Quinonez,Kenji Jasper,,1,Directed,
Ernesto Quinonez,Lindsay Ahl,,1,Directed,
Ernesto Quinonez,Manuel Luis Martinez,,1,Directed,
Ernesto Quinonez,Victor LaValle,,1,Directed,
Erskine Caldwell,J.R. Humphreys,,1,Directed,
Erskine Caldwell,John Seelye,,1,Directed,
Erskine Caldwell,Mark Childress,,1,Directed,
Erskine Caldwell,Millen Brand,,1,Directed,
Erskine Caldwell,Morris L. West,,1,Directed,
Erskine Caldwell,Nathanael West,,1,Directed,
Esi Edugyan,Alan Gibney,,1,Directed,
Esi Edugyan,Jacqueline Baker,,1,Directed,
Esi Edugyan,Kim Echlin,,1,Directed,
Esme Weijun Wang,Adrienne Celt,,1,Directed,
Esme Weijun Wang,Akwaeke Emezi,,1,Directed,
Esmeralda Santiago,Cristina Henriquez,,1,Directed,
Esmeralda Santiago,Dawn Raffel,,1,Directed,
Esmeralda Santiago,Edwidge Danticat,,1,Directed,
Esmeralda Santiago,Jaime Manrique,,1,Directed,
Esmeralda Santiago,Maria Duenas,,1,Directed,
Esmeralda Santiago,Nicholasa Mohr,,1,Directed,
Esther Freud,Eden Robinson,,1,Directed,
Esther Freud,Francesca Segal,,1,Directed,
Esther Freud,Maggie O'Farrell,,1,Directed,
Esther Shapiro,Laura van Wormer,,1,Directed,
Etgar Keret,Ben Ehrenreich,,1,Directed,
Etgar Keret,Eshkol Nevo,,1,Directed,
Etgar Keret,Jeffrey Rotter,,1,Directed,
Etgar Keret,Samanta Schweblin,,1,Directed,
Etgar Keret,Shani Boianjiu,,1,Directed,
Etgar Keret,Todd Hasak-Lowy,,1,Directed,
Ethan Canin,Kim Brooks,,1,Directed,
Ethan Canin,Rebekah Frumkin,The Comedown,1,Directed,
Eudora Welty,Dennis McFarland,,1,Directed,
Eudora Welty,Elizabeth Spencer,,1,Directed,
Eudora Welty,Elizabeth Taylor,,1,Directed,
Eudora Welty,Ellen Douglas,,1,Directed,
Eudora Welty,Fritz Peters,,1,Directed,
Eudora Welty,Helen Eustis,,1,Directed,
Eudora Welty,Jack Matthews,,1,Directed,
Eudora Welty,Josephine Carson,,1,Directed,
Eudora Welty,Kaye Gibbons,,1,Directed,
Eudora Welty,Louise Shivers,,1,Directed,
Eudora Welty,Maria Dermout,,1,Directed,
Eudora Welty,Patrick O'Brian,,1,Directed,
Eudora Welty,Pinckney Benedict,,1,Directed,
Eudora Welty,Reynolds Price,,1,Directed,
Eudora Welty,Susan Shreve,,1,Directed,
Eudora Welty,Vladimir Nabokov,,1,Directed,
Eudora Welty,William Maxwell,,1,Directed,
Eudora Welty,William Sansom,,1,Directed,
Eudora Welty,Wright Morris,,1,Directed,
Eugene Burdick,Warren Miller,,1,Directed,
Eugene Izzi,Tom Kakonis,,1,Directed,
Eugene Kennedy,Harry Mark Petrakis,,1,Directed,
Eugene Lim,Gina Apostol,,1,Directed,
Eugene S. Robinson,Adam Smyer,,1,Directed,
Eugenia Price,Tina McElroy Ansa,,1,Directed,
Eva Hoffman,Alan Jolis,,1,Directed,
Eva Hoffman,Chloe Aridjis,,1,Directed,
Eva Hoffman,Thomas Beller,,1,Directed,
Evan Fallenberg,Abby Frucht,,1,Directed,
Evan Lavender-Smith,Julie Reverb,,1,Directed,
Evan S. Connell,Don Carpenter,,1,Directed,
Evan S. Connell,Ian Frazier,,1,Directed,
Evan S. Connell,Jeff Long,,1,Directed,
Evan S. Connell,Louise Erdrich,,1,Directed,
Evan S. Connell,N. Scott Momaday,,1,Directed,
Evan S. Connell,Susan Trott,,1,Directed,
Eve Babitz,Bret Easton Ellis,,1,Directed,
Eve Babitz,Jill Ciment,,1,Directed,
Eve Babitz,Joshua Miller,,1,Directed,
Eve Babitz,Nina Vida,,1,Directed,
Eve Chase,Fiona Davis,,1,Directed,
Eve Kosofsky Sedgwick,Leslie Feinberg,,1,Directed,
Eve Merriam,Marge Piercy,,1,Directed,
Eve Merriam,Norma Rosen,,1,Directed,
Evelyn Coleman,Phyllis Alesia Perry,,1,Directed,
Evelyn Waugh,Anthony Powell,,1,Directed,
Evelyn Waugh,Flannery O'Connor,,1,Directed,
Evelyn Waugh,J.F. Powers,,1,Directed,
Evelyn Waugh,Muriel Spark,,1,Directed,
Evie Wyld,Colin Barrett,,1,Directed,
Evie Wyld,Daisy Johnson,,1,Directed,
Evie Wyld,Jon McGregor,,1,Directed,
Evie Wyld,Jonathan Lee,,1,Directed,
Evie Wyld,Katie Kitamura,,1,Directed,
Evie Wyld,Max Porter,,1,Directed,
Evie Wyld,Megan Hunter,,1,Directed,
Evie Wyld,Richard Flanagan,,1,Directed,
Evie Wyld,Stuart Evers,,1,Directed,
Evie Wyld,Wioletta Greg,Swallowing Mercury,1,Directed,
Ewan Morrison,Ben Brooks,,1,Directed,
Ezekiel Mphahlele,Yaw M. Boateng,,1,Directed,
F. Lee Bailey,Les Whitten,,1,Directed,
F. Paul Wilson,Christopher Golden,,1,Directed,
F. Paul Wilson,Dan Simmons,,1,Directed,
F. Paul Wilson,Joe R. Lansdale,,1,Directed,
